event_date,country,latitude,longitude,airport_code,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,weather_condition,aircraft_damage
2/17/2011,United States,36.183333,-82.416667,NONE,Airplane,N7237S,CESSNA,150H,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/26/2006,United States,41.448611,-90.5075,MLI,Airplane,N471BW,Cessna,421C,FALSE,2,Reciprocating,Personal,VMC,Substantial
11/24/2006,United States,36.227222,-115.171389,VGT,Airplane,N977SA,Cessna,T210M,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/21/2006,United States,38.716389,-77.634722,51VA,Airplane,N5779,Baggett,RV6A,TRUE,1,Reciprocating,Personal,VMC,Substantial
2/17/2011,United States,40.146389,-88.198333,C16,Airplane,N262CP,MOONEY AIRCRAFT CORP.,M20K,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/12/2011,United States,42.195277,-89.097222,C77,Airplane,N733TM,CESSNA,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
2/10/2011,United States,38.143611,-122.556111,DVO,Airplane,N2659E,AERONCA,7AC,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/6/2011,United States,33.744444,-114.477223,PVT,Airplane,N8859X,CESSNA,182D,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/17/2007,United States,43.581389,-116.523056,S67,Airplane,N7722D,Flight Design GMBH,CTSW,FALSE,1,Reciprocating,Instructional,VMC,Substantial
2/6/2007,United States,32.454722,-90.972778,KTVR,Helicopter,N451DL,McDonnell Douglas,600N,FALSE,1,Turbo Shaft,Business,VMC,Substantial
2/4/2007,United States,43.425556,-117.343333,28U,Airplane,N9670T,Piper,PA-38-112,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/2/2007,United States,29.4675,-81.206389,X47,Airplane,N69TT,C.W Crane,T2,TRUE,1,Reciprocating,Personal,VMC,Destroyed
1/24/2007,United States,34.882223,-95.783611,KMLC,Airplane,N49053,Cessna,152,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/12/2007,United States,33.05,-112.110555,NONE,Airplane,N518GM,Piper,PA 18-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/5/2007,United States,42.523334,-88.016667,04WI,Airplane,N63332,Cessna,150M,FALSE,1,Reciprocating,Personal,VMC,Substantial
12/27/2006,United States,29.935277,-95.634166,KEYQ,Airplane,N172BP,Cessna,172M,FALSE,1,Reciprocating,Personal,VMC,Substantial
12/24/2006,United States,27.805556,-82.140277,0FL6,Airplane,N817DJ,"Morgan, Marvin R.",Zenair CH701 STOL,TRUE,1,Reciprocating,Personal,VMC,Substantial
12/20/2006,United States,45.531945,-84.308056,SLH,Airplane,N5811D,Piper,PA-22-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/2/2011,United States,28.296389,-81.426111,ISM,Airplane,N415FM,POTEZ-AIR FOUGA,CM 170 MAGISTER,FALSE,2,Turbo Jet,Flight Test,VMC,Substantial
8/22/2004,United States,35.95,-78.116667,42NC,Airplane,N84399,Aeronca,7AC,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/18/2004,United States,33.622778,-111.910556,SOW,Airplane,N562NA,Pilatus,PC-12/45,FALSE,1,Turbo Prop,Positioning,VMC,Substantial
1/30/2011,United States,35.423611,-81.934444,FQD,Airplane,N457A,KOLB AIRCRAFT INC,KOLB MARK III,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/15/2004,United States,39.012778,-123.382778,O48,Airplane,N11037,American Champion (ACAC),7ECA,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/30/2011,United States,38.418611,-82.500556,HTW,Airplane,N55212,CESSNA,172P,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/9/2004,United States,39.567223,-104.85,APA,Helicopter,N910U,Eurocopter France,EC-130 B4,FALSE,1,Turbo Shaft,Flight Test,VMC,Substantial
8/5/2004,United States,33.526945,-112.295277,KGEU,Airplane,N1529A,Piper,PA-20,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/2/2004,United States,42.584166,-70.916389,BVY,Gyrocraft,N62188,Pascucci,RAF 2000,TRUE,1,Reciprocating,Personal,VMC,Substantial
1/30/2011,United States,39.543611,-104.431667,FTG,Airplane,N787CB,CIRRUS DESIGN CORP,SR22,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/1/2004,United States,46.504167,-110.913333,7S6,Airplane,N3838P,Piper,PA22-20,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/31/2004,United States,48.997777,-100.043333,S28,Airplane,C-GKHN,Cherkas,Murphy Rebel,TRUE,1,Reciprocating,Personal,VMC,Substantial
1/29/2011,United States,33.871945,-84.301111,PDK,Airplane,N9127F,PIPER,PA-28-161,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/25/2004,United States,41.368334,-96.0225,3NO,Airplane,N9290W,Piper,PA-28-235,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/24/2004,United States,48.077778,-104.195,NONE,Airplane,N92824,Cessna,182N,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/24/2004,United States,24.648611,-81.5775,7FA1,Airplane,N4590F,Piper,PA-28-151,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/24/2004,United States,38.999444,-119.752778,MEV,Airplane,N268DM,Aviat,A-1B,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/29/2011,United States,40.783056,-91.125278,BRL,Airplane,N200BE,ERTZ MARK G,ZODIAC 601XL,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/16/2004,United States,44.016389,-70.980556,IZG,Airplane,N4674L,Aviat,A-1A,FALSE,1,Reciprocating,Personal,VMC,Minor
1/29/2011,United States,29.934722,-95.636944,EYQ,Airplane,N64FM,MOONEY,M20R,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/28/2011,United States,32.446389,-93.825556,SHV,Airplane,N5929t,CESSNA,172R,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/25/2011,United States,34.654444,-112.419723,PRC,Airplane,N2229C,CESSNA,180,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/24/2011,United States,40.488055,-80.226389,PIT,Airplane,N690KY,CIRRUS DESIGN CORP,SR22,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/17/2011,United States,18.337222,-64.973334,STT,Airplane,N8277Q,CONVAIR,340-71,FALSE,2,Reciprocating,Positioning,VMC,Substantial
1/16/2011,United States,32.920834,-80.641111,RBW,Airplane,N52CD,MITSUBISHI,MU-2B-20,FALSE,2,Turbo Prop,Personal,VMC,Minor
1/15/2011,United States,36.190277,-86.315556,M54,Airplane,N1946F,CESSNA,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/9/2011,United States,48.483889,-122.9375,S31,Airplane,N5850D,PIPER,PA-22-150,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/9/2011,United States,33.434166,-112.011389,KPHX,Airplane,N5365D,PIPER,PA46-500TP,FALSE,1,Turbo Prop,Personal,VMC,Substantial
6/3/2015,United States,36.233611,-90.726667,PVT,Airplane,N8402K,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G 164B,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
11/16/2006,United States,41.691389,-93.566389,ROS,Airplane,N1374F,Cessna,172G,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/31/2006,United States,36.987222,-77.001111,AKQ,Airplane,N20931,Cessna,172M,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/26/2006,United States,29.701667,-98.038333,3R5,Airplane,N32CX,Maule,M5,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/22/2006,United States,61.213611,-149.844444,PAMR,Airplane,N3404A,Piper,PA-20-135,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/20/2006,United States,38.923889,-112.963056,NONE,Airplane,N429AD,Codding/Fluno,Sportsman GS-2,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/13/2006,United States,32.8,-117.143889,MYF,Airplane,N467JF,Finney Thorp,T-18,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/12/2006,United States,30.243055,-98.908333,T82,Airplane,N36687,Aeronca,65-TAC,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/12/2006,United States,35.119167,-80.585555,28A,Gyrocraft,N4362G,McCullough,J-2,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/6/2006,United States,33.526945,-112.295277,GEU,Airplane,N97811,Cessna,172P,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/1/2006,United States,44.7925,-83.833333,PVT,Airplane,N64257,Cessna,180K,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/30/2006,United States,37.596111,-93.347777,M17,Airplane,N1154J,Rockwell,112TC,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/29/2006,United States,47.572778,-114.096666,7S0,Airplane,N9918T,Maule,M-6-235,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/29/2006,United States,32.690555,-83.642777,MAC,Airplane,N69PM,Beech,A36,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/28/2006,United States,35.608056,-80.892777,14A,Airplane,N64382,Cessna,180K,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/27/2006,United States,32.853056,-109.634722,KSAD,Airplane,N9412Y,Beech,95-55,FALSE,2,Reciprocating,Personal,VMC,Substantial
9/23/2006,United States,26.116667,-80.240555,HWO,Airplane,N45945,Cessna,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/23/2006,United States,32.2125,-101.525,KBPG,Airplane,N23260,Air Tractor,301,FALSE,1,Reciprocating,Ferry,VMC,Substantial
9/18/2006,United States,33.269167,-111.811111,CHD,Airplane,N9067E,Beech,A36,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/13/2006,United States,47.049444,-109.466667,LWT,Airplane,N5074H,Cessna,305A,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/13/2006,United States,38.758333,-109.758056,CNY,Airplane,N29MX,Cessna,172M,FALSE,1,Reciprocating,Unknown,VMC,Substantial
9/9/2006,United States,35.951667,-85.085,CSV,Airplane,N5309,Parsons,JN4-D Jenny Replica,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/7/2006,United States,47.233056,-123.150556,KSHN,Airplane,N5482T,Cessna,182RG,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/5/2006,United States,29.359444,-99.176667,HDO,Airplane,N944C,Beech,B200,FALSE,2,Turbo Prop,Positioning,VMC,Substantial
4/27/2004,United States,43.907222,-92.498889,RST,Helicopter,N40725,Robinson,R22 Beta,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/31/2006,United States,39.677222,-119.827223,N86,Airplane,N97306,Cessna,172P,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/12/2008,United States,35.182223,-101.825834,TDW,Airplane,N9008G,Cessna,182N,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/6/2008,United States,40.451667,-105.001111,FNL,Airplane,N2232D,Cessna,170B,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/3/2008,United States,32.516389,-84.938889,CSG,Airplane,N1755T,Piper,PA-28-140,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/1/2008,United States,32.826111,-116.9725,KSEE,Airplane,N64938,Cessna,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/22/2008,United States,46.551389,-116.926111,NONE,Airplane,N8148K,Gulfstream-Schweizer,G-164B,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
3/21/2008,United States,27.508889,-81.874723,CHN,Airplane,N166LS,"Rans, Inc.",S12XL,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/15/2008,United States,33.688333,-112.0825,DVT,Airplane,N416PA,Piper,PA-28-181,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/14/2008,United States,36.810833,-111.644444,L41,Airplane,N9374S,Beech,C23,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/25/2004,United States,38.304722,-121.429445,Q53,Airplane,N169JP,Piper,PA-28R-200,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/22/2004,United States,33.8175,-118.151389,LGB,Helicopter,N8492A,Robinson,R22B,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/17/2004,United States,24.556111,-81.759444,EYW,Airplane,N5280D,Cessna,172S,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/12/2004,United States,39.113611,-121.056389,09CL,Airplane,N39515,Aeronca,65-TAC,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/12/2004,United States,40.084722,-123.808056,O16,Airplane,N8872T,Cessna,182C,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/11/2004,United States,33.875556,-84.301944,PDK,Airplane,N6555D,Cessna,172,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/10/2004,United States,32.75,-80.666667,RBW,Airplane,N3955D,Cessna,182A,FALSE,1,Reciprocating,Business,VMC,Substantial
7/4/2004,United States,41.008611,-74.738055,12N,Airplane,N803B,Luscombe,8F,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/2/2004,United States,34.633333,-87.2,9A4,Airplane,N9089L,Air Tractor,AT-402A,FALSE,1,Turbo Prop,Business,VMC,Substantial
6/30/2004,United States,29.354167,-82.472778,X60,Airplane,N56KC,William K. Crawford,Tango 2,TRUE,1,Reciprocating,Flight Test,VMC,Substantial
6/29/2004,United States,32.954722,-111.766945,KCGZ,Airplane,N8717V,Bellanca,7KCAB,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/10/2004,United States,41.163333,-73.126111,BDR,Airplane,N6583D,Cessna,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/26/2004,United States,43.433333,-83.8625,KHYX,Airplane,N23342,Beech,23,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/20/2004,United States,35.697222,-86.956944,PVT,Airplane,N1435L,Beech,A23,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/8/2004,United States,34.654167,-102.691666,X54,Airplane,N2320T,Ayres,S2R-T34,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
6/2/2004,United States,39.000278,-119.751111,MEV,Airplane,N9961G,Cessna,A188A,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/31/2004,United States,35.650556,-112.147777,40G,Airplane,N7PP,Cessna,177B,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/29/2004,United States,42.267223,-71.875556,ORH,Airplane,N73704,Cessna,172M,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/7/2004,United States,40.966667,-124.1,ACV,Airplane,N2609F,Piper,PA-38-112,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/19/2004,United States,44.861667,-93.032778,SGS,Airplane,GNQK,Cessna,180J,FALSE,1,Reciprocating,Flight Test,VMC,Substantial
5/18/2004,United States,38.508333,-107.893333,MTJ,Airplane,N3079H,Wilford J. Tolman,Kitfox 6,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/17/2004,United States,26.001389,-80.235833,HWO,Airplane,N737FE,Cessna,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/15/2004,United States,38.801389,-123.530278,Q69,Airplane,N931RP,Beech,A60,FALSE,2,Reciprocating,Personal,VMC,Substantial
5/14/2004,United States,37.396111,-87.235277,80KY,Airplane,N7795E,Cessna,150,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/13/2004,United States,35.288889,-78.179723,PRVT,Airplane,N112PE,Loehle Ent.,2/3 Earlybird Jenny,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/9/2004,United States,43.35,-88.391666,HXF,Airplane,N2368M,Piper,PA-12,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/6/2004,United States,27.341944,-80.521945,FD88,Airplane,N87AD,Beech,H35,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/28/2004,United States,38.266667,-77.449166,EXF,Airplane,N999SB,Bolger Scott,RV-6A,TRUE,1,Reciprocating,Personal,VMC,Substantial
3/31/2004,United States,34.091389,-117.781667,KPOC,Airplane,N74SA,Piper,PA34-200,FALSE,2,Reciprocating,Instructional,VMC,Substantial
3/31/2004,United States,45.931667,-89.268889,EGV,Airplane,N223WH,Cessna,180,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/25/2004,United States,38.227778,-85.663611,LOU,Airplane,N340PA,Piper,PA-28-181,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/21/2004,United States,47.492777,-122.7625,PWT,Airplane,N200TZ,Menefee,RAF Vari-Eze,TRUE,1,Reciprocating,Personal,VMC,Substantial
3/21/2004,United States,39.908333,-105.116667,BJC,Airplane,N3465G,Cessna,T310R,FALSE,2,Reciprocating,Personal,VMC,Substantial
3/8/2008,United States,38.142222,-78.454722,CHO,Airplane,N733LE,Cessna,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/6/2008,United States,39.990277,-75.581945,OQN,Airplane,N4623W,ROCKWELL,112TCA,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/6/2008,United States,26.197222,-80.170556,KFXE,Airplane,N213LP,Cessna,182,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/2/2008,United States,38.335,-81.731667,WV12,Airplane,N97514,Cessna,182Q,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/27/2008,United States,33.944722,-117.446666,RAL,Airplane,N591BB,MOONEY,M20C,FALSE,1,Reciprocating,Personal,VMC,Destroyed
2/23/2008,United States,42.322778,-88.836111,C77,Airplane,N3527V,Cessna,140,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/19/2008,United States,38.976389,-83.666945,WDR,Airplane,N47EA,Aviat,A-1B,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/19/2008,United States,33.875556,-84.301944,PDK,Airplane,N8202Y,Piper,PA-30,FALSE,2,Reciprocating,Personal,VMC,Substantial
2/17/2008,United States,39.278889,-120.983056,KGOO,Airplane,N331KM,Wilson,RV-7,TRUE,1,Reciprocating,Personal,VMC,Substantial
2/16/2008,United States,35.374723,-86.241111,THA,Airplane,N4499Y,Clutton Eric,Fred S1,TRUE,1,Reciprocating,Personal,VMC,Substantial
2/10/2008,United States,45.187222,-109.267223,RED,Airplane,N997RM,Maule,M-7-235,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/10/2008,United States,26.603333,-82.219723,FL90,Airplane,N2382J,Beech,23,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/9/2008,United States,41.791111,-111.851389,KLGU,Airplane,N72957,Cessna,140,FALSE,1,Reciprocating,Instructional,VMC,Substantial
2/7/2008,United States,38.570556,-90.156111,CPS,Airplane,N554PC,Piper,PA-44-180,FALSE,2,Reciprocating,Instructional,VMC,Substantial
2/6/2008,United States,30.19,-97.668611,AUS,Airplane,N53564,Cessna,172S,FALSE,1,Reciprocating,Unknown,VMC,Minor
2/1/2008,United States,36.463333,-80.550833,MWK,Airplane,N57WR,RAYTHEON AIRCRAFT COMPANY,C90A,FALSE,2,Turbo Prop,Personal,IMC,Substantial
2/1/2008,United States,37.45,-122.1,PAO,Airplane,N49811,CESSNA,152,FALSE,1,Reciprocating,Positioning,VMC,Substantial
1/31/2008,United States,38.398055,-77.455556,RMN,Airplane,N211US,AirIndus,Thorpedo T211,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/28/2008,United States,31.743055,-84.419167,16J,Airplane,N51367,Cessna,150J,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/25/2008,United States,43.128889,-121.817778,2S2,Airplane,N734KU,Cessna,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/18/2008,United States,29.346389,-98.294444,SAT,Airplane,N169CA,PIPER,PA46-500TP,FALSE,1,Turbo Prop,Personal,IMC,Destroyed
1/16/2008,United States,34.857778,-102.327223,KHRX,Airplane,N42SM,Beech,58P,FALSE,2,Reciprocating,Business,VMC,Substantial
1/16/2008,United States,41.5175,-81.683333,BKL,Airplane,N3217L,Hawker Beechcraft Corp.,58,FALSE,2,Reciprocating,Positioning,VMC,Substantial
1/7/2008,United States,36.238611,-119.143055,O63,Airplane,N30WH,Bellanca,7GCBC,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/6/2008,United States,44.635277,-68.6325,NONE,Airplane,N5407C,Cessna,170A,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/5/2008,United States,28.473334,-82.455,BKV,Airplane,N9896,Piper,PA-32R-300,FALSE,1,Reciprocating,Personal,VMC,Substantial
12/31/2007,United States,33.675556,-117.868056,SNA,Airplane,N2800D,Piper,PA-12,FALSE,1,Reciprocating,Instructional,VMC,Substantial
12/26/2007,United States,42.328056,-72.611389,K7B2,Airplane,N5425K,Cessna,172P,FALSE,1,Reciprocating,Instructional,VMC,Substantial
12/22/2007,United States,30.525,-98.358333,4R2,Airplane,N212CG,Cessna,182,FALSE,1,Reciprocating,Personal,VMC,Substantial
12/22/2007,United States,35.500833,-108.783889,GUP,Airplane,N8305V,Champion,7GCAA,FALSE,1,Reciprocating,Personal,VMC,Substantial
12/14/2007,United States,32.8325,-116.975834,SEE,Airplane,N567SP,Cessna,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
12/12/2007,United States,34.745277,-87.610278,MLS,Airplane,N112ED,Piper,PA-31T,FALSE,2,Turbo Prop,Business,VMC,Substantial
12/9/2007,United States,34.259722,-79.020834,89NC,Airplane,N3699S,Cessna,172E,FALSE,1,Reciprocating,Personal,VMC,Destroyed
12/6/2007,United States,29.053333,-80.942777,KEVB,Airplane,N130SX,Messing Roy,Sonex,TRUE,1,Reciprocating,Personal,VMC,Substantial
12/1/2007,United States,39.168334,-77.165,GAI,Airplane,N259ER,CESSNA,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
11/29/2007,United States,36.603889,-117.159167,L09,Airplane,N8770M,Beech,A23,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/27/2007,United States,36.048611,-95.981111,KRVS,Airplane,N3NG,CESSNA,T210M,FALSE,1,Reciprocating,Personal,VMC,Destroyed
11/25/2007,United States,44.318611,-93.301944,FBL,Airplane,N482SR,Cirrus Design Corp.,SR22,FALSE,1,Reciprocating,Personal,VMC,Destroyed
11/17/2007,United States,37.380556,-120.568056,MER,Airplane,N3318E,Cessna,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
11/11/2007,United States,43.825278,-71.163889,NH69,Airplane,N38PC,"Brand, Richard",Bateleur 2000,TRUE,1,Reciprocating,Personal,VMC,Destroyed
11/11/2007,United States,34.4,-110.533333,AZ82,Airplane,N31495,Maule,MX-7-180A,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/6/2007,United States,25.904167,-80.273611,OPF,Airplane,N701SE,CESSNA,C208B,FALSE,1,Turbo Prop,Business,VMC,Substantial
11/5/2007,United States,37.624445,-76.906111,FYJ,Airplane,N723EP,Vans Aircraft,RV-7A,TRUE,1,Reciprocating,Personal,VMC,Substantial
11/5/2007,United States,37.303056,-108.628056,CEZ,Airplane,N6ZT,Piper,PA-18-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/5/2007,United States,36.124445,-86.678334,KBNA,Airplane,N5555R,Cessna,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
12/24/2014,United States,42.9225,82.526667,PHN,Airplane,N38884,PIPER,PA-34-200T,FALSE,2,Reciprocating,Business,IMC,Destroyed
4/16/2004,United States,42.016667,-79.361389,NONE,Airplane,N569Z,Andrews,Zenith Tri-Z,TRUE,1,Reciprocating,Personal,VMC,Substantial
4/10/2004,United States,30.813611,-89.864444,BXA,Airplane,N84623,Cessna,172K,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/8/2004,United States,39.785277,-104.543055,FTG,Helicopter,N151AC,Eurocopter France,EC 130 B4,FALSE,1,Turbo Shaft,Instructional,VMC,Substantial
4/6/2004,United States,41.730556,-122.545555,1O6,Airplane,N686H,Beech,95-A55,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/2/2015,United States,28.843333,-81.63,X55,Weight-Shift,N516VB,DAYTON A BABCOCK,STORM,TRUE,1,Reciprocating,Personal,VMC,Substantial
1/1/2015,United States,29.7275,-85.025834,AAF,Airplane,N657MC,PIPER,PA-46-350P,FALSE,1,Reciprocating,Personal,VMC,Substantial
12/30/2014,United States,39.595277,-104.826111,APA,Airplane,N404MG,CESSNA,404,FALSE,2,Reciprocating,Positioning,VMC,Substantial
11/3/2007,United States,43.778889,-116.938611,50S,Helicopter,N3189Z,Robinson,R22 Beta,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/29/2007,United States,45.585,-122.138611,03S,Airplane,N46361,Bagnall Harold E,Kitfox Lite 2,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/25/2007,United States,33.041666,-116.966667,RNM,Helicopter,N412KK,Bell,206L-1,FALSE,1,Turbo Shaft,Aerial Observation,VMC,Substantial
10/24/2007,United States,39.122223,-108.526667,GJT,Airplane,N1422E,Cessna,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/23/2007,United States,46.159167,-94.657778,LXL,Airplane,N327ND,PIPER,PA-44-180,FALSE,2,Reciprocating,Instructional,VMC,Substantial
10/21/2007,United States,36.022778,-76.571667,KEDE,Airplane,N80997,Globe,GC-1B,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/20/2007,United States,31.233889,-94.75,KLFK,Airplane,N172GH,Cessna,172R,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/20/2007,United States,61.616945,-149.324723,55AK,Airplane,N6628N,Taylorcraft,F-19,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/17/2007,United States,39.368889,-101.692777,GLD,Airplane,N31MC,Learjet,35A,FALSE,2,Turbo Fan,Business,IMC,Substantial
10/14/2007,United States,48.080556,-114.001667,53U,Airplane,N475TW,Welch,RV-9,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/11/2007,United States,33.531389,-112.302777,GEU,Airplane,N9914F,Cessna,172R,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/10/2007,United States,36.711111,-86.635833,35KY,Airplane,N515HS,Slagle,Thorp T-18,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/8/2007,United States,45.154167,-89.110556,AIG,Airplane,N5425D,Krueger,Quickie,TRUE,1,Reciprocating,Flight Test,VMC,Substantial
10/6/2007,United States,31.170278,-89.17,LUL,Airplane,N954Z,Cub Crafters,CC11-100,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/5/2007,United States,39.826111,-84.048333,KFFO,Airplane,N3635N,Dusenberry,1905 Wright Flyer,TRUE,1,Reciprocating,Air Race/Show,VMC,Substantial
10/4/2007,United States,32.215833,-97.197777,KDTO,Airplane,N211LS,Indus,T211 Thorpedo,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/4/2007,United States,39.034722,-104.284166,5V4,Airplane,N2263E,Cessna,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/30/2007,United States,40.632223,-79.105278,IDI,Airplane,N1839T,Piper,PA-28-140,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/22/2007,United States,38.554444,-82.738055,DWU,Airplane,N26442,GRUMMAN,AA-5A,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/20/2007,United States,38.223889,-122.449722,0Q3,Airplane,C-FTPA,Cessna,340A,FALSE,2,Reciprocating,Personal,VMC,Substantial
9/20/2007,United States,30.618611,-81.533611,83FL,Airplane,N190BJ,Cessna,190,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/20/2007,United States,34.933889,-104.639166,I58,Airplane,N8033M,Cessna,182P,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/13/2007,United States,28.013889,-82.345277,VDF,Airplane,N1145X,Piper,PA-28R-200,FALSE,1,Reciprocating,Personal,VMC,Substantial
