event_date,country,latitude,longitude,airport_code,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,weather_condition,aircraft_damage
9/12/2007,United States,33.813889,-118.147777,KLGB,Helicopter,N965SH,Robinson,R-22B,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/12/2007,United States,35.822778,-81.618889,KMRN,Glider,N24WR,Schleicher,ASW-24E,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/11/2007,United States,34.870834,-118.209167,L00,Helicopter,N205LT,Bell,206-B2,FALSE,1,Turbo Shaft,Personal,VMC,Substantial
9/11/2007,United States,48.254167,-122.435277,13W,Helicopter,N6014U,Rogerson Hiller Corp.,RH-1100,FALSE,1,Turbo Shaft,Business,VMC,Destroyed
9/9/2007,United States,34.346944,-119.061111,SZP,Airplane,N1237H,Piper,PA-28-140,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/8/2007,United States,34.853611,-82.419723,GMU,Helicopter,N505RA,Eurocopter,AS-350B2,FALSE,1,Turbo Shaft,Positioning,VMC,Substantial
9/8/2007,United States,48.053611,-122.81,0S9,Airplane,N228C,Stinson,108-2,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/2/2008,United States,39.830278,-75.769723,N57,Airplane,N69RV,STEPPLING,RV-6A,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/1/2008,United States,43.779167,-70.012778,ME33,Airplane,N251SP,CESSNA,172SP,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/30/2008,United States,37.679723,-85.940277,EKX,Airplane,N5927B,CESSNA,182A,FALSE,1,Reciprocating,Skydiving,VMC,Substantial
8/28/2008,United States,36.211389,-115.224723,VGT,Airplane,N212HB,PIPER,PA-31-350,FALSE,2,Reciprocating,Other Work Use,VMC,Substantial
8/25/2008,United States,45.618889,-122.655556,VUO,Airplane,N6114,ANDERSON R E/ABROMAVICH L J,LANCAIR 360,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/24/2008,United States,40.107222,-102.706389,2V6,Airplane,N5476P,PIPER,PA-24-250,FALSE,1,Reciprocating,Personal,IMC,Substantial
8/22/2008,United States,36.196944,-115.1825,VGT,Airplane,N415MK,Killgore,Velocity,TRUE,1,Reciprocating,Personal,VMC,Destroyed
8/21/2008,United States,43.385,-72.08,NONE,Airplane,N204PB,Haines,Searey,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/17/2008,United States,41.971389,-73.862778,NY94,Airplane,N5246,Roberto P. Garcia,Nieuport 24bis,TRUE,1,Reciprocating,Air Race/Show,VMC,Substantial
8/16/2008,United States,33.526667,-112.295,GEU,Airplane,N29304,Cessna,177,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/16/2008,United States,43.323889,-76.385833,FZY,Airplane,N31BF,SOCATA,MS894A,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/15/2008,United States,39.454444,-105.931111,SBS,Airplane,N487TC,CESSNA,182T,FALSE,1,Reciprocating,Personal,IMC,Destroyed
8/12/2008,United States,47.103889,-122.287222,KPLU,Airplane,N14JA,Anglin,RV-6,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/9/2008,United States,38.423056,-88.714722,NONE,Airplane,N9365W,Piper,PA-28-235,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/6/2008,United States,33.982778,-83.667223,WDR,Airplane,N622EZ,Ouzts Rodney,Rutan-LongEZ,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/5/2008,United States,45.854167,-100.075278,5T4,Airplane,N3161A,Air Tractor,301,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
12/30/2014,United States,27.497222,-80.3725,FPR,Airplane,N419PE,MDS FYING LLC,ZENITH ZODIAC CH 650,TRUE,1,Reciprocating,Personal,VMC,Substantial
12/27/2016,United States,29.080278,-81.046666,7FL6,Airplane,N669WR,INDEPENDENT TECHNOLOGIES INC,EPIC LT,TRUE,1,Turbo Prop,Personal,IMC,Substantial
1/2/2017,United States,33.621389,-111.916111,SDL,Airplane,N910JD,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,FALSE,2,Turbo Fan,Positioning,VMC,Substantial
12/31/2016,United States,33.206667,-96.732778,T31,Airplane,N4407T,PIPER,PA28R,FALSE,1,Reciprocating,Personal,VMC,Destroyed
12/16/2016,United States,42.938055,-85.060556,Y70,Airplane,N812C,STINSON,108-3,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/16/2016,United States,40.799444,-74.415,MMU,Airplane,N770JL,LOOFBOURROW JOHN W,RUTAN DEFIANT,TRUE,2,Reciprocating,Personal,VMC,Substantial
11/22/2016,United States,34,-82,SC47,Airplane,N315XC,BROUSSARD,BROUSSARD MH 1521,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/22/2016,United States,33.421389,-85.161389,8GA1,Airplane,N880KM,HUNDLEY MICHAEL J,VANS RV8,TRUE,1,Reciprocating,Personal,VMC,Substantial
11/9/2016,United States,29.408056,-81.514444,16FD,Airplane,N327SH,HARMAN STEVE,CHALLENGER-II,TRUE,1,Reciprocating,Instructional,VMC,Destroyed
11/6/2016,United States,44.383334,88.8525,38WI,Airplane,N801KJ,JOHNSON KENNETH R,STOL CH 801,TRUE,1,Reciprocating,Personal,VMC,Destroyed
11/5/2016,United States,38.574445,-121.858056,DWA,Airplane,N6703L,BEECH,76,FALSE,2,Reciprocating,Instructional,VMC,Substantial
11/10/2016,United States,27.812222,-97.089444,RAS,Airplane,N591SB,MAULE,MX7,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/21/2016,United States,31.3025,-82.28,AYS,Airplane,N33CY,NANCHANG,CJ6,FALSE,1,Reciprocating,Instructional,VMC,Minor
10/6/2016,United States,41.633334,-73.046666,N41,Airplane,N83165,James Bruton,FLYING FLEA,TRUE,1,Reciprocating,Personal,VMC,Substantial
11/5/2016,United States,43.553611,-109.708611,DUB,Airplane,N924WY,STAMPER,RV-10,TRUE,1,Reciprocating,Flight Test,VMC,Destroyed
10/14/2016,United States,61.790833,-148.353889,AK59,Airplane,N488E,CESSNA,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/8/2016,United States,30.39,-88.753611,5R2,Airplane,N3379E,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/16/2016,United States,35.964444,-95.341944,H68,Airplane,N8277P,PIPER,PA24,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/21/2016,United States,32.781667,-98.060278,MWL,Airplane,N7663Y,PIPER,PA 30,FALSE,2,Reciprocating,Personal,VMC,Substantial
9/18/2016,United States,38.5725,-121.856944,DWA,Airplane,N76284,CESSNA,120,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/1/2016,United States,26.197222,-80.170834,FXE,Airplane,N497SJ,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/2/2016,United States,38.985277,-95.597222,NONE,Airplane,N768HA,ANDREW HAROLD,STOL CH 701,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/1/2016,United States,39.004444,-95.211111,LWC,Airplane,N4836J,BEECH,35,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/3/2008,United States,29.641111,-81.684722,28J,Airplane,N39758,PIPER,PA-32RT-300T,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/2/2008,United States,33.522778,-112.290277,GEU,Airplane,N21721,Air Creation,Clipper 912,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/2/2008,United States,43.546944,-83.895277,3CM,Airplane,N5430D,Beech,H35,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/1/2008,United States,33.725278,-81.924445,None,Airplane,N238BB,Cubcrafter,CC11-100,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/1/2008,United States,55.426945,-131.842777,PAKT,Airplane,N59214,CESSNA,T210,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/31/2008,United States,29.955556,-81.337222,SGJ,Airplane,N269VE,Morris George,Velocity 173RG,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/31/2008,United States,42.025,-83.939166,3TE,Airplane,N260M,Aero Commander,200D,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/30/2008,United States,39.989166,-75.588333,OQN,Airplane,N333MY,Eclipse Aviation Corporation,EA500,FALSE,2,Turbo Fan,Personal,VMC,Substantial
7/28/2008,United States,33.688333,-112.0825,DVT,Airplane,N704JD,Cessna,150M,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/28/2008,United States,47.677778,-93.048055,PVT,Airplane,None,Kolb,Mark II,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/26/2008,United States,45.133056,-115.321945,KU60,Airplane,N92767,Cessna,182N,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/23/2008,United States,46.676945,-122.982778,CLS,Airplane,N252MX,Mooney,M20K,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/23/2008,United States,41.2825,-91.677778,AWG,Airplane,N92FW,Howell,FW2C80TR,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/20/2008,United States,37.332778,-121.819723,RHV,Airplane,N5146S,CESSNA,TR182,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/17/2008,United States,28.085277,-97.04,KRKP,Airplane,N44HM,PIPER,PA-30,FALSE,2,Reciprocating,Personal,VMC,Substantial
7/11/2008,United States,33.485833,-82.750556,8GA4,Helicopter,N109DU,AGUSTA,A109E,FALSE,2,Turbo Shaft,Positioning,VMC,Minor
7/7/2008,United States,48.160556,-122.158889,KAWO,Airplane,N918LA,Evektor-Aerotechnik,SportStar,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/5/2008,United States,40.193333,-74.036666,BLM,Airplane,N916R,Jahns,Vans RV-7,TRUE,1,Reciprocating,Personal,IMC,Destroyed
7/5/2008,United States,42.998055,-74.329445,NY0,Airplane,N4380N,Cessna,C-195,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/5/2008,United States,31.752222,-99.556389,COM,Airplane,N184KS,SHANNON KEVIN,RV-8,TRUE,1,Reciprocating,Personal,VMC,Destroyed
7/4/2008,United States,38.945555,-104.569723,00V,Airplane,N1264C,Piper,PA-22/20,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/3/2008,United States,40.945,-90.109722,N/A,Airplane,N23764,Challenger,II,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/1/2008,United States,44.094444,-121.200278,KBDN,Glider,N126BF,Pipistrel,Virus 912,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/1/2008,United States,42.043055,-101.067223,KMHN,Helicopter,N8468E,Bell,47G-3B,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
6/23/2008,United States,38.924723,-85.908333,SER,Airplane,N93725,"Wolseley Motors, Inc.",SE5-A,TRUE,1,Reciprocating,Flight Test,VMC,Substantial
6/22/2008,United States,28.820556,-81.805278,LEE,Airplane,N757HA,CESSNA,152,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/21/2008,United States,34.2625,-116.869723,L35,Airplane,N758DH,CESSNA,R172K,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/21/2008,United States,34.198611,-96.674445,0F9,Airplane,N5178Y,Cessna,172R,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/21/2008,United States,41.771945,-88.475556,ARR,Airplane,N345JM,Morrison,E-Racer,TRUE,1,Reciprocating,Personal,VMC,Destroyed
6/20/2008,United States,39.269445,-74.866111,1N4,Airplane,N623BL,Dennis P. McGurk,F1 Rocket,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/20/2008,United States,29.354167,-82.472778,X60,Airplane,N381CP,CIRRUS DESIGN CORP,SR-20,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/19/2008,United States,46.221667,-116.022778,S73,Airplane,N7530L,"Uetz, Walter",Spitfire II,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/19/2008,United States,44.888889,-116.101944,KMYL,Airplane,N234MH,Hammond,MH1,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/19/2008,United States,38.088333,-121.355556,O20,Airplane,N3859E,Piper,PA-36-375,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
6/17/2008,United States,48.979723,-123.078889,1RL,Airplane,N2413M,Cessna,T182T,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/13/2008,United States,40.242777,-112.093055,UT99,Helicopter,N54LC,Schweizer,269C,FALSE,1,Reciprocating,Air Race/Show,VMC,Substantial
6/12/2008,United States,34.745277,-87.610278,MSL,Airplane,N402BT,Air Tractor Inc,AT-402B,FALSE,1,Turbo Shaft,Aerial Application,VMC,Substantial
6/10/2008,United States,35.5,-99.2,CSM,Airplane,N95028,Cessna,CE-152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/9/2008,United States,39.211944,-82.229167,UNI,Airplane,N230U,Cessna,172P,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/8/2008,United States,42.184166,-73.403056,GBR,Airplane,N337JJ,Cessna,T337G,FALSE,2,Reciprocating,Personal,VMC,Substantial
6/4/2008,United States,61.202222,-149.835277,MRI,Airplane,N9752B,Cessna,172RG,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/3/2008,United States,27.0375,-80.441111,X58,Airplane,N37012,Luscombe,8A,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/2/2008,United States,41.354722,-112.006389,KOGD,Helicopter,N1510A,Schweizer,300C,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/1/2008,United States,38.703056,-90.566945,1H0,Airplane,N114KT,LUCAS D E/ LUCAS K A,AcroSport II,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/30/2008,United States,47.267778,-122.578056,TIW,Airplane,N115AB,AERO COMMANDER,690A,FALSE,2,Turbo Prop,Personal,VMC,Substantial
5/30/2008,United States,40.686111,-76.210278,PS95,Helicopter,N238AM,Eurocopter Deutschland,EC 135 P2+,FALSE,2,Turbo Shaft,Positioning,VMC,Substantial
5/28/2008,United States,29.534444,-98.457222,SAT,Airplane,N9144H,Cessna,172M,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/26/2008,United States,31.926111,-111.889722,E78,Airplane,N2857E,Cessna,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/3/2014,United States,40.164722,-105.163333,LMO,Airplane,N211AL,ROSS ALFRED K/ONEILL TERRENCE,LANCAIR 235,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/1/2014,United States,36.989722,-91.954167,1H5,Weight-Shift,N2017A,AIRBORNE,EDGE X,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/1/2014,United States,42.298611,-75.792777,4N7,Airplane,N94SL,LORENZ STEPHEN,KITFOX   SERIES 5,TRUE,1,Reciprocating,Personal,VMC,Destroyed
10/3/2016,United States,43.201667,-71.503889,CON,Airplane,N305MR,CESSNA ECTOR,305,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/13/2016,United States,41.555556,-93.691389,DSM,Airplane,N314BF,CIRRUS DESIGN CORP,SR20,FALSE,1,Reciprocating,Personal,VMC,Destroyed
8/19/2016,United States,42.157778,-121.734444,LMT,Airplane,N185SC,CESSNA,A185,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/12/2016,United States,45.538055,-122.947777,HIO,Airplane,N48440,CESSNA,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/14/2016,United States,33.222778,-87.599722,TCL,Airplane,N447SA,PIPER,PA 31-325,FALSE,2,Reciprocating,Personal,VMC,Substantial
8/14/2016,United States,45.15,-93.116945,MN24,Airplane,N50437,BELLANCA,7ECA,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/13/2016,United States,41.586944,-83.808056,1G0,Airplane,N786BG,PIPER,PA-28R-201,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/18/2016,United States,39.6625,-119.868334,RTS,Airplane,N777FJ,Jerant Frank,Mong,TRUE,1,Reciprocating,Air Race/Show,VMC,Substantial
9/11/2016,United States,39.503889,-119.776667,RNO,Airplane,N821ET,PIPER,PA 28R-201T,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/18/2016,United States,45.145833,-87.197222,3D2,Airplane,N2012F,CESSNA,182T,FALSE,1,Reciprocating,Personal,VMC,Destroyed
9/16/2016,United States,40.122223,-76.294444,LNS,Airplane,N224MH,CESSNA,P210,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/9/2016,United States,32.814722,-117.14,MYF,Airplane,N35451,AMERICAN LEGEND AIRCRAFT CO,AL3,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/27/2016,United States,30.061667,-90.0275,KNEW,Airplane,N984RA,CESSNA,172,FALSE,1,Reciprocating,Business,VMC,Substantial
8/23/2016,United States,41.243333,-76.924723,IPT,Airplane,N9480E,CESSNA,172,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/21/2016,United States,43.641111,-116.634722,EUL,Airplane,N4477R,CESSNA,A185,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/21/2016,United States,35.063333,-86.563056,FYM,Airplane,N185DK,CESSNA,A185,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/24/2016,United States,27.487777,-81.283056,SEF,Airplane,N379RV,HEBERLEIN RONALD,VANS RV 9A,TRUE,1,Reciprocating,Personal,VMC,Destroyed
9/3/2016,United States,34.590277,-92.479445,KSUZ,Gyroplane,NONE,Haggenmacher,Bensen,TRUE,1,Reciprocating,Personal,VMC,Destroyed
9/5/2016,United States,38.898611,-119.993889,TVL,Airplane,N738GK,CESSNA,TR182,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/10/2015,United States,29.658611,-81.688333,28J,Airplane,N59PB,HAPHEY BRUCE FREDERIC,MUSTANG II,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/11/2015,United States,43.031667,-78.169723,GVQ,Airplane,N434LB,BRANDT LEROY E,CHALLENGER II,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/15/2015,United States,30.683611,-98.416945,44TE,Airplane,N8305V,CHAMPION,7GCAA,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/11/2015,United States,30.260556,-88.127778,4R9,Airplane,N185DK,CESSNA,A185F,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/13/2015,United States,43.642222,-116.636111,EUL,Helicopter,N184SH,ROBINSON HELICOPTER,R22 BETA,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/15/2015,United States,35.814167,-79.244444,1NC1,Airplane,UNREG,QUICKSILVER,MXL II Sport,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/10/2015,United States,32.023611,-102.098611,MDD,Gyrocraft,N743SS,JAL R DENNIS,TRIXY PRINCESS,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/15/2015,United States,40.863611,-74.283056,CDW,Airplane,N63TV,CESSNA,T206H,FALSE,1,Reciprocating,Positioning,VMC,Substantial
8/13/2015,United States,35.0575,-77.463333,PVT,Airplane,N5277,GRUMMAN,G164,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
8/16/2015,United States,34.259444,-118.413611,WHP,Airplane,N13HK,CESSNA,177B,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/26/2015,United States,48.498611,-122.6625,74S,Airplane,N28437,SILVAIRE,LUSCOMBE 8A,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/27/2015,United States,40.353889,-79.924445,AGC,Airplane,N93TK,MOONEY,M20R,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/28/2015,United States,43.516945,-112.07,IDA,Airplane,N114H,BEECH,D17S,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/28/2015,United States,43.516945,-112.07,IDA,Airplane,N16M,BEECH,D17S,FALSE,1,Reciprocating,Personal,VMC,Minor
7/25/2015,United States,41.56,-83.466667,TDZ,Airplane,C-GTAO,PIPER,PA38 - 112,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/23/2015,United States,28.707222,-81.581667,X04,Airplane,N704SB,CESSNA,150M,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/25/2015,United States,46.721389,-92.042777,DYT,Airplane,N1650X,CESSNA,T210L,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/26/2015,United States,34.765,-88.165278,15M,Airplane,N195AP,CESSNA,195A,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/5/2015,United States,39.641389,-106.904167,EGE,Airplane,N914FM,MORSE FRANK L,REBEL,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/6/2015,United States,30.3675,-103.683611,E38,Airplane,N274AJ,BELCHER,CH601XLB,TRUE,1,Reciprocating,Flight Test,VMC,Substantial
9/2/2014,United States,39.524167,-122.249166,WLW,Helicopter,N516PJ,HUGHES,369D,FALSE,1,Turbo Shaft,Business,VMC,Substantial
5/23/2008,United States,41.005,-121.447222,O89,Airplane,N1886L,BEECH,V35B,FALSE,1,Reciprocating,Personal,VMC,Destroyed
5/22/2008,United States,40.087222,-75.015,PNE,Airplane,N9555U,Grumman American,AA-1C,FALSE,1,Reciprocating,Instructional,VMC,Destroyed
5/20/2008,United States,37.456667,-122.108889,PAO,Airplane,N6521J,Cessna,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/20/2008,United States,33.369723,-81.964444,AGS,Airplane,N7050S,Cessna,150H,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/20/2008,United States,29.541667,-96.152777,N/A,Airplane,N5083,Grumman-Schweizer,G-164A,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
5/17/2008,United States,34.604166,-113.172778,E51,Airplane,N4026T,Beech,B-23,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/17/2008,United States,45.199722,-123.962222,PFC,Airplane,N486EM,Mason,RV-9A,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/17/2008,United States,40.546944,-86.681389,1I9,Airplane,N1601P,Piper,PA-22-135,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/12/2008,United States,44.545,-89.530278,STE,Airplane,N1813T,PIPER,PA-28-140,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/10/2008,United States,41.5325,-71.281389,UUU,Airplane,N65433,Cessna,T182T,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/10/2008,United States,61.416389,-149.507222,PABV,Airplane,N7598T,Cessna,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/9/2008,United States,47.336944,-122.103333,S36,Airplane,N8613A,Thorp,T-18,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/7/2008,United States,38.223334,-85.658056,LOU,Airplane,N42116,CESSNA,182L,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/7/2008,United States,33.526945,-112.295,KGEU,Airplane,N4912H,Cessna,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/3/2008,United States,37.278334,-110.566667,NONE,Airplane,N185KH,Cessna,A185F,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/3/2008,United States,35.961111,-95.341944,H68,Airplane,N19HT,Thompson Howard,Pazmany PL-2,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/2/2008,United States,45.663056,-122.4725,WA67,Airplane,N62813,Yakovlev,Yak 52,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/2/2008,United States,44.888611,-116.101667,KMYL,Airplane,N4008F,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Destroyed
4/30/2008,United States,56.95,-158,PAPH,Airplane,N590AK,CESSNA,560XL,FALSE,2,Turbo Fan,Business,VMC,Substantial
4/28/2008,United States,40.01,-105.034722,KEIK,Airplane,N79833,Mooney,M20E,FALSE,1,Reciprocating,Instructional,VMC,Substantial
